nodeURL is: rmi://LAPTOP-CSNHLNIB:1099/node00
Hash for this serverName is: 502500203
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 236923043
rmi://LAPTOP-CSNHLNIB:1099/node00 closest preceding finger for key: 236923043
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 588922006
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 890325486
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 1264220495
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 2055384463
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 619313796
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 1610536722
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 492182232
rmi://LAPTOP-CSNHLNIB:1099/node00 closest preceding finger for key: 492182232
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 244773636
rmi://LAPTOP-CSNHLNIB:1099/node00 closest preceding finger for key: 244773636
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 1489253756
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 1767249185
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 597443456
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 205196430
rmi://LAPTOP-CSNHLNIB:1099/node00 closest preceding finger for key: 205196430
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 1524344127
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 661796796
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 2003984542
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 177915029
rmi://LAPTOP-CSNHLNIB:1099/node00 closest preceding finger for key: 177915029
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 639481744
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 376762806
rmi://LAPTOP-CSNHLNIB:1099/node00 closest preceding finger for key: 376762806
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 1927465506
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 1489019891
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 1415128499
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 2131702642
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 110063982
rmi://LAPTOP-CSNHLNIB:1099/node00 closest preceding finger for key: 110063982
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 2116638003
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 1886872429
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 1254948342
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 389309510
rmi://LAPTOP-CSNHLNIB:1099/node00 closest preceding finger for key: 389309510
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 677251920
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 1644267344
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 126894278
rmi://LAPTOP-CSNHLNIB:1099/node00 closest preceding finger for key: 126894278
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 841189321
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 2797905
rmi://LAPTOP-CSNHLNIB:1099/node00 closest preceding finger for key: 2797905
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 1166008281
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 1196510191
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 501983179
rmi://LAPTOP-CSNHLNIB:1099/node00 closest preceding finger for key: 501983179
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 487987028
rmi://LAPTOP-CSNHLNIB:1099/node00 closest preceding finger for key: 487987028
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 469281085
rmi://LAPTOP-CSNHLNIB:1099/node00 closest preceding finger for key: 469281085
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 475664083
rmi://LAPTOP-CSNHLNIB:1099/node00 closest preceding finger for key: 475664083
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 390898267
rmi://LAPTOP-CSNHLNIB:1099/node00 closest preceding finger for key: 390898267
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 326048466
rmi://LAPTOP-CSNHLNIB:1099/node00 closest preceding finger for key: 326048466
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 1921848773
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 1187916389
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 1201332934
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 689296581
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 1708793417
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 1042038340
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 1675356737
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 1009827929
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 757929601
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 252364297
rmi://LAPTOP-CSNHLNIB:1099/node00 closest preceding finger for key: 252364297
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 1495328985
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 644513515
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 1448098809
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 329362192
rmi://LAPTOP-CSNHLNIB:1099/node00 closest preceding finger for key: 329362192
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 1348084264
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 1687707798
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 247917094
rmi://LAPTOP-CSNHLNIB:1099/node00 closest preceding finger for key: 247917094
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 1160989932
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 751665920
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 58217637
rmi://LAPTOP-CSNHLNIB:1099/node00 closest preceding finger for key: 58217637
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 807132538
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 1279258459
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 1707679414
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 269514502
rmi://LAPTOP-CSNHLNIB:1099/node00 closest preceding finger for key: 269514502
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 871961734
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 1915784131
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 3223840
rmi://LAPTOP-CSNHLNIB:1099/node00 closest preceding finger for key: 3223840
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 2131583170
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 1245724770
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 178154389
rmi://LAPTOP-CSNHLNIB:1099/node00 closest preceding finger for key: 178154389
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 1159873873
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 488580292
rmi://LAPTOP-CSNHLNIB:1099/node00 closest preceding finger for key: 488580292
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 1175282504
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 1910047512
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 1758246851
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 1977411490
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 1781762719
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 299765095
rmi://LAPTOP-CSNHLNIB:1099/node00 closest preceding finger for key: 299765095
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 2049701484
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 1960103942
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 56234179
rmi://LAPTOP-CSNHLNIB:1099/node00 closest preceding finger for key: 56234179
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 1576931082
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 1732028424
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 2071979553
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 1926879790
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 1960103942
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 389309510
rmi://LAPTOP-CSNHLNIB:1099/node00 closest preceding finger for key: 389309510
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 2128831035
find predecessor by: rmi://LAPTOP-CSNHLNIB:1099/node00 for start: 1489019891
------Printing Local Dictionary----
hound:hunting dog
involve:include, entangle
reck:to care for
clamp:a device to hold things together
staunch:loyal, steadfast
familiarize:accustom, make well known
plumage:bird, feathers
concoct:fabricate, make up, scheme
adze:tool for cutting away surface of wood
pluck:spirit, courage
career:a profession
jurist:one learned in law
deck:the upper floor or covering of a ship
encamp:live in camp, rest 
flay:strip, skin, peel
horseplay:touch handling
clandestine:concealed, hidden
goose:a web-footed swimming bird like the duck
accoutre:to furnish with dress and trappings (esp. a warrior)
decide:settle, determine, give, judgement
adversary:an enemy
fanfare:loud blowing of trumpets
ecstasy:great joy, mad delight, rapture
nonage:minority
zymotic:relating to or produced by fermentation
equine:pertaining to a horse, horse-like
ignorance:lack of knowledge, not educated 
beverage:a drink
outspoken:candid, frank
flog:beat with a whip or rod
torchbearer:one who carries a torch, a leader
bald:without hair, bare
conch:a spiral shell
lascar:an Indian sailor
bale:a package, misery
misconstrue:misjudge, give a wrong meaning
codify:edit, arrange systematically
answer:a reply, a solution 
herbivorous:herb-eating
slush:partly melted snow, soft mud
destiny:fate, decree
taper:make smaller towards and end
decease:death
cohesion:sticking together
expunge:remove
elaborate:to explain fully
dryad:wood-nymph
wilful:obstinate, fond of having one's own way
gynarchy:rule by a female
concomitant:accompanying, resulting
broil:cook in fire
loaf:mass of bread
coerce:compel
debacle:sudden collapse
trowel:a flat-bladed implement
eject:expel, emit
litre:a liquid measure equivalent to 1000 CC.
detach:separate, unfasten
jute:the coarse fibre of an Indian plant
offal:refuse, waste
nominee:one nominated
backgammon:a game
spite:tease, annoy, show ill-feeling towards
pod:seed-case of leguminous plants, cocoons of silkworms
fallible:imperfect, liable to make mistakes
disaffection:dislike, hostility, disgust
anonymous:without a name
upright:honest, erect
goblin:demon, an evil spirit
henpecked:meekly, submissive to wife
winsome:agreeable, attractive, engaging
ductile:yielding, flexible, malleable
landholder:owner of a land
indelicate:not delicate, immodest
edible:eatable
flash:give light, come suddenly
espirit:shrewdness
lambative:a medicine to be licked
iconoclast:a breaker of idols
imperial:pertaining to an empire or its ruler
debar:exclude, prevent
wallaby:a small kangaroo
disclaim:disown, give up all claims
broke:past tense of BREAK
bet:lay a wager
coeducation:education imparted for both sexes together
eschew:to avoid, to shun
offence:illegal act, insult, crime
concession:rebate, favour, act of conceding
destitute:needy, helpless
inquisitive:curious to know
hern:a long-legged
imposition:act of imposing, that which is imposed
heretic:sectary, dissenter 
hem:border, margin, edge
erasure:rubber, what has been rubbed out
juvenile:youthful
another:one more, different
card:comb wool etc
suavity:agreeableness, pleasantness
gullible:capable of being deceived
debase:make lower in value, degrade
wager:that which is waged or pledged, a bet
carriage:conveyance, a vehicle for carrying
fascinate:attract, enchant
landgravine:a German Countess
incurious:uninteresting, careless
disable:make unfit, cripple
inquiry:investigation
declamation:set speech in fine language
icicle:hanging piece of ice
lambent:flickering
collar:neck band
flimsy:thin, weak, easily, weak
lobby:talk to win favour
affable:pleasant, easy to speak to
mail:armour post
affluence:abundance, wealth
adverb:word that modifies a verb
expatiate:speak or write in detail
lancet:double-edged surgical knife
benight:overtake by night 
lodestone:a magnetic ore of iron
bairn:child
colloquy:a conversation
discomfort:inconvenience
collude:work together secretly
ebb:decay, flow back
bewail:lament
clever:skilful
larynx:the organ of voice
parcel:divide, pack up in to parcels
myth:traditional story, religious legend
carpet:a thick woven covering for the floor, rug
erode:eat away gradually
insoluble:that cannot be dissolved 
benevolent:generous, kindly, charitable
condone:pardon
ideology:system of ideas manner of thinking
enclave:region surrounded by foreign country 
horde:a wandering tribe, a multitude
clan:a tribe
affront:an insult
impinge:to impel, collide
student:a person who studies something
slovenly:negligent, untidy, disorderly
papyrus:a seed once used to make paper
aegis:shield, protection
brunt:the force of the blow
jump:a sudden movement
glutton:one who eats to excess, a great lover of reading books
guise:appearance, dress
tuck:gather up or roll
spasmodic:occurring irregularly
myopia:short sight
recite:narrate, to repeat from memory
clergy:the ministers of the Christian religion
talisman:something, considered to bring luck, charm
wane:decline, decrease
empower:give power to 
incredulous:refusing to believe
outhouse:a small building near the residence
acquit:set free, conduct well
desultory:inconstant, hasty, unsettled
untoward:crass, awkward, vexatious
parish:a district under the care of a parson
insight:knowledge, intuition
duke:a sovereign, prince, a noble
aerate:combine with air
coil:a rope which has been wound or gathered in rings
indemnify:to compensate of loss or damage, free responsibility
buff:thick strong velvety leather, a light yellow colour
eclectic:selecting the best
outing:a pleasure trip
junction:a meeting place(especially) where lines of railway meet
decay:decomposition, declination
maiden:pure, unused, first
inroad:raid, any illegal encroachment
myriad:very great number, thousand
endear:to make dear 
gunny:a coarse kind of sacking woven form jute
zealous:ardent, enthusiastic
litigation:a law suit, contention
flaunt:display, flutter
bail:one who gives security 
insidious:cunning, doing harm secretly
malign:slander, abuse
jurisprudence:the science of law
lassitude:tiredness
duly:properly, at the right time
proclivity:a tendency, leaning towards something, inclination
bestead:help, relive, avail
tomboy:a girl who plays boy's games
ebony:a kind of hard black wood
invulnerable:not able to be wounded or hurt
escort:body-guard on a journey

